CustomerID,Total_Orders,Total_Items,Unique_Products,Total_Revenue,Avg_Order_Value
12479.0,1,385,31,527.2,527.2
12480.0,4,1707,129,3281.63,820.4075
12481.0,10,3304,152,5596.32,559.632
12483.0,8,1110,46,2484.98,310.6225
12484.0,6,2191,257,4541.72,756.9533333333334
12488.0,3,529,46,1298.66,432.8866666666667
12489.0,1,105,15,334.93,334.93
12490.0,10,3064,132,5417.93,541.793
12491.0,1,260,25,460.40000000000003,460.40000000000003
12492.0,2,192,19,263.21000000000004,131.60500000000002
12493.0,2,207,20,433.74,216.87
12494.0,7,707,65,1246.1000000000001,178.01428571428573
12497.0,1,1236,14,1043.1,1043.1
12498.0,3,159,21,403.70000000000005,134.5666666666667
12500.0,11,2678,35,4257.82,387.07454545454544
12501.0,1,1783,149,2169.39,2169.39
12502.0,5,820,102,3723.87,744.774
12504.0,2,90,6,482.04999999999995,241.02499999999998
12506.0,1,23,23,73.5,73.5
12507.0,3,894,19,1304.81,434.93666666666667
12508.0,2,272,57,398.27,199.135
12509.0,1,55,7,176.5,176.5
12510.0,2,353,29,982.5699999999999,491.28499999999997
12512.0,2,99,31,138.03,69.015
12513.0,1,462,35,612.29,612.29
12514.0,1,440,51,1017.68,1017.68
12515.0,1,131,16,383.7,383.7
12516.0,2,875,20,1312.06,656.03
12517.0,5,1371,233,2502.84,500.56800000000004
12518.0,5,1318,84,2056.89,411.378
12519.0,1,183,17,340.84,340.84
12520.0,5,1439,122,2634.26,526.8520000000001
12521.0,1,309,38,599.68,599.68
12522.0,2,194,11,192.72,96.36
12523.0,11,865,85,1789.77,162.70636363636365
12524.0,8,3699,114,4485.72,560.715
12526.0,3,632,64,1316.66,438.8866666666667
12527.0,3,234,18,348.71000000000004,116.23666666666668
12528.0,6,756,51,1933.48,322.24666666666667
12530.0,4,913,51,1662.28,415.57
12531.0,1,45,17,125.22,125.22
12532.0,1,153,16,349.83000000000004,349.83000000000004
12534.0,1,651,63,1089.18,1089.18
12535.0,2,219,28,716.35,358.175
12536.0,3,2803,260,12601.830000000002,4200.610000000001
12538.0,1,191,21,363.95,363.95
12539.0,4,2067,157,5568.35,1392.0875
12540.0,17,6685,277,13400.24,788.2494117647059
12541.0,3,680,47,981.18,327.06
12544.0,1,136,19,372.7,372.7
12545.0,2,523,42,1000.39,500.195
12546.0,2,633,59,1161.5,580.75
12547.0,2,134,7,207.79999999999998,103.89999999999999
12548.0,1,49,5,95.19999999999999,95.19999999999999
12550.0,1,569,57,964.83,964.83
12551.0,1,100,10,168.0,168.0
12552.0,2,88,20,437.82,218.91
12553.0,10,1965,97,3692.28,369.228
12556.0,2,358,101,603.71,301.855
12557.0,5,4384,20,11990.960000000001,2398.192
12558.0,1,196,11,269.96,269.96
12559.0,2,283,21,561.71,280.855
12560.0,3,1110,91,2134.01,711.3366666666667
12561.0,1,177,16,238.85,238.85
12562.0,7,1779,100,3781.7400000000002,540.2485714285715
12564.0,1,133,21,456.9,456.9
12565.0,1,80,9,145.92,145.92
12566.0,1,265,19,351.65,351.65
12567.0,10,4305,323,9401.28,940.128
12569.0,32,1801,93,4124.69,128.8965625
12571.0,2,523,31,519.61,259.805
12572.0,2,452,53,1020.42,510.21
12573.0,1,84,26,160.54000000000002,160.54000000000002
12574.0,1,61,11,218.45,218.45
12576.0,5,967,72,1315.83,263.166
12577.0,3,472,137,657.8,219.26666666666665
12578.0,2,1196,111,2794.51,1397.255
12579.0,1,285,29,440.42,440.42
12580.0,1,238,24,415.7,415.7
12581.0,1,161,15,197.71,197.71
12582.0,2,300,21,511.36,255.68
12583.0,15,5060,117,7281.38,485.42533333333336
12584.0,9,416,45,2338.15,259.7944444444445
12585.0,2,1279,77,2040.1,1020.05
12586.0,1,79,11,196.94000000000003,196.94000000000003
12587.0,1,51,4,144.0,144.0
12588.0,1,53,10,214.89999999999998,214.89999999999998
12589.0,2,306,29,646.68,323.34
12590.0,2,4283,68,9864.26,4932.13
12591.0,1,228,26,452.84999999999997,452.84999999999997
12592.0,2,290,11,437.6,218.8
12593.0,3,206,14,418.09999999999997,139.36666666666665
12594.0,10,1777,51,3338.2200000000003,333.822
12596.0,2,474,25,618.27,309.135
12597.0,4,2236,185,3811.22,952.805
12598.0,8,1964,84,3023.08,377.885
12599.0,7,956,32,1032.58,147.51142857142855
12600.0,10,774,32,2599.04,259.904
12601.0,5,245,21,577.0600000000001,115.412
12602.0,1,162,12,153.12,153.12
12603.0,1,63,2,739.1999999999999,739.1999999999999
12604.0,2,201,15,254.18,127.09
12607.0,1,1228,101,1579.51,1579.51
12609.0,3,648,57,1126.85,375.6166666666666
12610.0,5,1049,85,2099.54,419.908
12611.0,1,846,65,1193.32,1193.32
12612.0,1,262,19,704.0400000000001,704.0400000000001
12613.0,5,1644,124,3344.38,668.876
12614.0,1,76,20,315.6,315.6
12615.0,4,1376,82,2291.19,572.7975
12616.0,2,284,25,713.3,356.65
12617.0,1,213,39,355.53,355.53
12618.0,1,96,11,177.31,177.31
12619.0,9,3378,50,3641.24,404.5822222222222
12620.0,3,1181,89,1339.41,446.47
12621.0,20,7440,265,13689.67,684.4835
12622.0,1,69,11,180.1,180.1
12623.0,1,191,18,305.1,305.1
12624.0,2,355,36,641.13,320.565
12625.0,2,1612,74,2683.82,1341.91
12626.0,9,3453,233,6620.48,735.6088888888888
12627.0,7,2752,162,4478.53,639.79
12628.0,3,448,34,786.46,262.15333333333336
12630.0,2,548,60,1270.88,635.44
12631.0,1,236,31,640.5,640.5
12633.0,4,1162,73,2163.98,540.995
12635.0,2,1172,97,1689.18,844.59
12637.0,8,3002,206,6021.9,752.7375
12638.0,1,577,39,671.69,671.69
12639.0,1,201,22,486.1,486.1
12640.0,3,311,47,1174.58,391.52666666666664
12641.0,1,72,10,185.9,185.9
12642.0,3,552,39,1013.26,337.75333333333333
12643.0,6,1808,11,3344.64,557.4399999999999
12644.0,1,325,31,477.91,477.91
12645.0,4,1084,58,1775.18,443.795
12646.0,2,897,43,1346.97,673.485
12647.0,12,1431,80,3722.82,310.235
12648.0,1,160,21,318.05,318.05
12649.0,3,586,28,623.51,207.83666666666667
12650.0,1,254,20,314.44,314.44
12651.0,1,78,9,114.0,114.0
12652.0,1,505,48,919.98,919.98
12653.0,2,919,37,2209.85,1104.925
12654.0,5,264,31,601.98,120.396
12656.0,5,1723,89,4051.17,810.234
12657.0,4,1044,35,1643.18,410.795
12658.0,1,320,36,686.05,686.05
12659.0,1,105,5,91.68,91.68
12660.0,1,127,13,245.1,245.1
12662.0,11,2058,129,3849.78,349.98
12664.0,9,1203,13,4881.88,542.4311111111111
12665.0,1,37,3,63.0,63.0
12667.0,1,395,33,620.13,620.13
12668.0,4,1634,116,3807.15,951.7875
12669.0,3,1115,97,2744.0299999999997,914.6766666666666
12670.0,5,1397,58,2996.05,599.21
12672.0,1,78,10,225.89999999999998,225.89999999999998
12673.0,2,351,42,610.52,305.26
12674.0,4,1133,52,1970.6,492.65
12676.0,6,670,33,1331.39,221.89833333333334
12678.0,12,10923,107,17628.46,1469.0383333333332
12679.0,4,554,43,1113.02,278.255
12680.0,4,443,33,862.81,215.7025
12681.0,22,7536,269,13787.54,626.7063636363637
12682.0,31,5575,216,12288.22,396.3941935483871
12683.0,15,4987,180,8476.57,565.1046666666666
12684.0,7,1985,61,2283.63,326.23285714285714
12685.0,6,1523,117,2863.08,477.18
12686.0,1,107,7,89.14,89.14
12688.0,1,3028,170,4873.8099999999995,4873.8099999999995
12689.0,2,628,57,1247.61,623.805
12690.0,1,106,16,389.01,389.01
12691.0,6,394,21,1035.8,172.63333333333333
12693.0,4,255,35,855.91,213.9775
12694.0,2,509,32,869.67,434.835
12695.0,4,220,23,582.1,145.525
12697.0,3,508,37,957.59,319.19666666666666
12700.0,4,2967,194,4939.99,1234.9975
12701.0,2,678,50,797.71,398.855
12702.0,1,53,12,219.0,219.0
12703.0,1,164,21,283.55,283.55
12704.0,8,1006,64,2340.84,292.605
12705.0,9,3997,229,6868.29,763.1433333333333
12707.0,1,256,33,603.42,603.42
12708.0,10,1307,86,2712.91,271.291
12709.0,15,3936,93,9736.52,649.1013333333334
12710.0,3,851,75,1149.02,383.00666666666666
12712.0,13,1062,58,4396.13,338.1638461538462
12713.0,1,508,38,848.55,848.55
12714.0,5,3069,217,4708.86,941.7719999999999
12715.0,1,197,20,353.86,353.86
12716.0,2,708,60,1053.49,526.745
12717.0,2,506,49,1030.98,515.49
12718.0,1,203,19,238.25,238.25
12719.0,2,374,34,644.95,322.475
12720.0,25,4672,217,5781.73,231.26919999999998
12721.0,6,1959,134,2656.13,442.68833333333333
12722.0,4,566,50,997.63,249.4075
12723.0,5,434,53,725.07,145.014
12724.0,4,445,48,1031.41,257.8525
12725.0,1,164,24,427.8,427.8
12726.0,7,3143,57,2609.1,372.7285714285714
12727.0,7,2098,109,3980.7,568.6714285714286
12728.0,4,419,38,836.33,209.0825
12729.0,1,233,26,453.01,453.01
12731.0,12,8437,109,18895.91,1574.6591666666666
12732.0,1,111,12,236.26000000000002,236.26000000000002
12733.0,1,137,22,383.95,383.95
12734.0,1,88,4,110.39999999999999,110.39999999999999
12735.0,2,368,38,779.5699999999999,389.78499999999997
12736.0,1,173,4,234.0,234.0
12738.0,1,148,11,155.35,155.35
12739.0,2,486,38,1013.04,506.52
12740.0,1,342,27,427.6,427.6
12743.0,2,319,114,546.43,273.215
12744.0,7,5241,179,21279.29,3039.8985714285714
12747.0,11,1275,43,4196.01,381.4554545454546
12748.0,209,25747,1778,33719.73,161.3384210526316
12749.0,5,1471,162,4090.88,818.176
12750.0,1,137,15,275.88,275.88
12752.0,1,2262,53,4366.78,4366.78
12753.0,6,11421,133,21429.39,3571.565
12754.0,3,6481,49,3010.74,1003.5799999999999
12755.0,2,1491,4,3811.95,1905.975
12756.0,1,144,4,112.07999999999998,112.07999999999998
12757.0,13,2402,239,7857.1,604.3923076923077
12758.0,2,2135,84,2791.59,1395.795
12759.0,3,902,81,1531.44,510.48
12762.0,2,1227,62,1898.52,949.26
12763.0,2,316,16,494.08,247.04
12764.0,1,386,45,1693.88,1693.88
12766.0,7,3646,205,6989.63,998.5185714285715
12769.0,1,356,32,1143.6,1143.6
12770.0,1,743,12,1351.45,1351.45
12772.0,1,556,55,892.47,892.47
12775.0,5,877,48,1386.04,277.20799999999997
12778.0,6,825,40,822.23,137.03833333333333
12779.0,8,2024,89,3981.36,497.67
12781.0,2,671,25,826.74,413.37
12782.0,5,1086,82,2330.92,466.184
12783.0,6,624,76,2225.91,370.98499999999996
12784.0,2,300,54,574.42,287.21
12785.0,1,131,14,311.95,311.95
12787.0,3,261,17,463.66,154.55333333333334
12789.0,1,4,4,91.85,91.85
12790.0,1,166,21,324.92,324.92
12791.0,1,97,2,192.60000000000002,192.60000000000002
12792.0,1,217,25,400.53999999999996,400.53999999999996
12793.0,2,295,21,545.48,272.74
12794.0,2,592,43,860.41,430.205
12795.0,1,68,14,430.48,430.48
12797.0,1,118,13,254.03,254.03
12798.0,3,5256,6,6977.04,2325.68
12802.0,1,314,25,427.58,427.58
12808.0,3,188,27,483.65000000000003,161.21666666666667
12809.0,1,220,25,489.31,489.31
12811.0,3,230,27,514.85,171.61666666666667
12812.0,1,164,15,229.64000000000001,229.64000000000001
12814.0,1,49,2,125.92,125.92
12815.0,2,379,38,1063.46,531.73
12816.0,2,128,27,572.2,286.1
12817.0,1,53,4,166.04,166.04
12818.0,1,929,14,1542.08,1542.08
12820.0,4,722,55,942.34,235.585
12821.0,1,70,6,92.72,92.72
12822.0,2,550,41,948.88,474.44
12823.0,5,230,1,1759.5,351.9
12824.0,1,232,25,397.12,397.12
12826.0,7,1058,59,1474.72,210.67428571428573
12827.0,3,197,19,430.15000000000003,143.38333333333335
12828.0,6,494,46,1018.71,169.785
12829.0,2,376,9,293.0,146.5
12830.0,6,9848,13,6814.64,1135.7733333333333
12831.0,1,135,9,215.05,215.05
12832.0,2,195,27,383.03,191.515
12833.0,1,156,24,417.38,417.38
12834.0,1,110,18,312.38,312.38
12836.0,4,1064,148,2612.86,653.215
12837.0,1,24,12,134.1,134.1
12838.0,2,359,116,683.13,341.565
12839.0,14,3807,98,5591.42,399.38714285714286
12840.0,4,1511,67,2726.77,681.6925
12841.0,25,2757,230,4022.35,160.894
12842.0,2,547,34,1118.99,559.495
12843.0,8,781,69,1702.26,212.7825
12844.0,2,125,47,325.96000000000004,162.98000000000002
12845.0,4,204,26,354.09,88.5225
12847.0,1,909,72,871.54,871.54
12849.0,2,623,47,1050.8899999999999,525.4449999999999
12851.0,1,109,43,135.18,135.18
12852.0,1,149,17,311.55,311.55
12853.0,6,800,66,1957.1000000000001,326.18333333333334
12854.0,3,627,95,1324.5,441.5
12855.0,1,30,3,38.1,38.1
12856.0,6,1079,155,2179.93,363.32166666666666
12857.0,2,343,37,1106.4,553.2
12863.0,1,188,5,521.2,521.2
12864.0,1,216,3,147.12,147.12
12865.0,2,925,86,1568.23,784.115
12866.0,1,171,26,559.12,559.12
12867.0,7,4298,247,4036.82,576.6885714285714
12868.0,6,928,72,1607.0600000000002,267.84333333333336
12871.0,2,200,8,380.64,190.32
12872.0,2,319,58,599.97,299.985
12873.0,1,128,4,374.0,374.0
12875.0,2,2019,1,343.2300000000001,171.61500000000004
12876.0,2,1941,67,2218.02,1109.01
12877.0,12,1178,100,1535.77,127.98083333333334
12878.0,2,547,38,854.99,427.495
12879.0,3,370,7,573.22,191.07333333333335
12881.0,1,21,7,298.0,298.0
12882.0,2,246,12,1463.04,731.52
12883.0,4,196,39,703.47,175.8675
12884.0,1,43,7,309.05,309.05
12885.0,3,655,66,1175.22,391.74
12886.0,2,770,75,1378.4,689.2
12888.0,2,76,4,354.12,177.06
12890.0,1,259,78,380.46999999999997,380.46999999999997
12891.0,3,950,2,331.0,110.33333333333333
12893.0,1,96,27,188.14,188.14
12895.0,2,210,22,372.8,186.4
12897.0,2,110,3,216.5,108.25
12901.0,28,23075,30,17654.54,630.5192857142857
12902.0,1,66,10,138.68,138.68
12904.0,2,302,59,509.58,254.79
12906.0,5,1749,55,2919.81,583.962
12908.0,2,1200,1,750.0,375.0
12909.0,5,1280,79,2178.67,435.73400000000004
12910.0,8,1692,49,3075.04,384.38
12912.0,5,670,17,1662.3,332.46
12913.0,5,1419,38,2483.63,496.726
12915.0,2,93,19,363.65,181.825
12916.0,4,1119,55,3006.15,751.5375
12917.0,1,120,2,594.0,594.0
12919.0,6,673,34,1335.19,222.53166666666667
12920.0,1,129,27,164.23,164.23
12921.0,37,9526,246,16587.09,448.29972972972973
12922.0,1,370,28,405.38,405.38
12923.0,1,69,28,176.97,176.97
12924.0,4,481,22,933.7,233.425
12925.0,2,541,42,694.05,347.025
12928.0,5,1472,61,2062.7000000000003,412.5400000000001
12929.0,1,37,8,117.85,117.85
12930.0,2,252,20,415.8,207.9
12931.0,15,28004,30,42055.96,2803.730666666667
12933.0,3,499,102,607.53,202.51
12935.0,7,1853,80,2160.7,308.6714285714285
12936.0,4,559,56,1063.9,265.975
12937.0,4,1007,81,1504.27,376.0675
12938.0,1,140,9,114.14,114.14
12939.0,8,4876,24,11581.8,1447.725
12940.0,2,411,87,913.54,456.77
12942.0,3,203,68,683.9,227.96666666666667
12944.0,2,289,29,604.51,302.255
12945.0,1,165,23,462.95,462.95
12947.0,6,1165,83,1603.99,267.33166666666665
12948.0,7,1080,82,2064.95,294.99285714285713
12949.0,8,2381,168,4167.22,520.9025
12950.0,3,1380,13,1843.0,614.3333333333334
12951.0,6,503,54,1064.07,177.345
12952.0,4,653,64,1387.79,346.9475
12953.0,1,84,17,329.85,329.85
12955.0,11,3664,82,4757.16,432.4690909090909
12956.0,1,34,19,108.07,108.07
12957.0,8,2549,208,4017.54,502.1925
12962.0,2,129,15,266.39,133.195
12963.0,8,881,75,1856.63,232.07875
12965.0,1,283,107,771.91,771.91
12966.0,1,75,10,160.18,160.18
12967.0,2,438,19,1660.9,830.45
12968.0,1,73,5,135.95,135.95
12970.0,4,310,116,452.24,113.06
12971.0,86,9289,96,11189.91,130.11523255813952
12974.0,1,24,8,144.8,144.8
12976.0,1,561,22,738.6,738.6
12977.0,1,12,9,39.239999999999995,39.239999999999995
12980.0,9,886,6,7374.900000000001,819.4333333333334
12981.0,2,242,14,372.21999999999997,186.10999999999999
12982.0,1,288,28,390.54,390.54
12984.0,1,26,4,97.5,97.5
12985.0,2,1533,73,1239.38,619.69
12987.0,2,219,27,558.7,279.35
12988.0,1,136,75,535.32,535.32
12989.0,15,2943,41,6924.110000000001,461.6073333333334
12990.0,3,200,8,409.5,136.5
12991.0,2,405,31,503.76,251.88
12993.0,4,240,26,414.76,103.69
12994.0,3,459,52,974.4200000000001,324.8066666666667
12995.0,1,108,3,211.32,211.32
12997.0,4,664,46,1226.89,306.7225
12999.0,3,342,25,455.88,151.96
13000.0,3,379,30,534.85,178.28333333333333
13001.0,13,5505,167,9818.82,755.2938461538462
13002.0,1,73,7,120.94999999999999,120.94999999999999
13003.0,3,103,4,149.05,49.68333333333334
13004.0,18,4822,281,5655.91,314.21722222222223
13005.0,2,172,21,513.7,256.85
13006.0,1,55,4,81.57,81.57
13008.0,1,175,14,229.46999999999997,229.46999999999997
13011.0,1,13,3,50.550000000000004,50.550000000000004
13012.0,8,824,67,1661.8400000000001,207.73000000000002
13013.0,13,2224,155,4810.9400000000005,370.07230769230773
13014.0,10,905,68,3466.2799999999997,346.628
13015.0,5,1617,156,3346.28,669.2560000000001
13016.0,3,527,39,789.89,263.2966666666667
13017.0,1,48,1,204.0,204.0
13018.0,28,5435,316,7277.7,259.91785714285714
13021.0,9,1352,101,2616.38,290.7088888888889
13023.0,2,286,36,689.9,344.95
13026.0,5,1620,32,975.36,195.072
13027.0,6,17280,6,6912.0,1152.0
13028.0,2,798,40,661.3199999999999,330.65999999999997
13029.0,3,134,8,1247.5,415.8333333333333
13030.0,2,394,77,799.48,399.74
13032.0,2,375,55,1010.18,505.09
13033.0,1,83,11,190.55,190.55
13034.0,2,369,37,642.77,321.385
13035.0,2,644,23,921.88,460.94
13037.0,3,431,44,881.07,293.69
13038.0,3,360,24,908.46,302.82
13040.0,2,355,38,676.99,338.495
13043.0,1,254,13,516.42,516.42
13044.0,1,429,33,560.47,560.47
13045.0,1,221,18,305.28000000000003,305.28000000000003
13046.0,2,264,32,629.31,314.655
13047.0,10,1391,106,3237.54,323.754
13048.0,4,1238,78,1835.91,458.9775
13049.0,2,268,14,656.6800000000001,328.34000000000003
13050.0,17,3748,248,5836.86,343.3447058823529
13052.0,1,222,18,348.15000000000003,348.15000000000003
13055.0,3,894,75,1214.41,404.80333333333334
13058.0,3,52,5,271.40000000000003,90.46666666666668
13059.0,1,35,8,183.4,183.4
13060.0,1,123,15,307.53,307.53
13061.0,1,107,10,248.61,248.61
13062.0,1,343,11,346.98,346.98
13064.0,4,516,50,1119.49,279.8725
13065.0,1,74,14,205.86,205.86
13066.0,2,322,48,470.8,235.4
13067.0,1,32,14,115.46000000000001,115.46000000000001
13068.0,2,200,1,344.0,172.0
13069.0,24,5885,283,4436.12,184.83833333333334
13070.0,1,110,9,228.8,228.8
13072.0,1,69,7,177.15,177.15
13075.0,1,485,22,919.61,919.61
13077.0,4,863,99,729.27,182.3175
13078.0,26,5630,96,12627.94,485.69
13079.0,5,62,2,220.10000000000002,44.02
13080.0,1,120,6,58.08,58.08
13081.0,11,19068,509,28337.38,2576.1254545454544
13082.0,9,4324,64,3613.63,401.51444444444445
13083.0,2,187,15,303.75,151.875
13085.0,2,216,17,416.08000000000004,208.04000000000002
13089.0,97,31070,662,58825.83,606.4518556701031
13090.0,14,2263,98,8910.82,636.4871428571429
13091.0,1,466,21,345.82,345.82
13092.0,5,279,19,477.83,95.566
13093.0,8,3961,98,7832.47,979.05875
13094.0,12,1716,5,1927.3200000000002,160.61
13095.0,1,144,6,74.39999999999999,74.39999999999999
13097.0,10,2363,213,6010.42,601.042
13098.0,28,15968,162,28882.44,1031.5157142857142
13099.0,1,288,1,207.35999999999999,207.35999999999999
13101.0,1,113,8,101.19,101.19
13102.0,24,4204,141,6424.09,267.67041666666665
13103.0,1,82,8,243.94,243.94
13104.0,6,504,14,1098.48,183.08
13106.0,1,18,1,76.5,76.5
13107.0,4,1293,54,1531.6200000000001,382.90500000000003
13108.0,1,298,10,350.06,350.06
13109.0,2,520,41,786.54,393.27
13110.0,7,388,110,1488.67,212.66714285714286
13113.0,24,3045,95,12245.960000000001,510.2483333333334
13115.0,4,1567,89,2294.78,573.695
13116.0,1,291,30,501.14,501.14
13117.0,8,945,66,984.91,123.11375
13118.0,5,410,67,1197.81,239.56199999999998
13120.0,1,12,1,30.599999999999998,30.599999999999998
13121.0,1,252,50,283.73,283.73
13122.0,2,585,54,922.39,461.195
13124.0,3,2147,186,3866.33,1288.7766666666666
13126.0,8,2143,124,2099.64,262.455
13127.0,1,127,15,259.17,259.17
13130.0,1,32,2,64.0,64.0
13131.0,3,447,30,1073.3,357.76666666666665
13132.0,1,20,3,77.3,77.3
13133.0,2,32,7,109.8,54.9
13134.0,4,1059,94,1793.58,448.395
13135.0,1,4300,1,3096.0,3096.0
13136.0,5,1328,97,2607.61,521.522
13137.0,8,2226,350,3650.41,456.30125
13138.0,6,473,31,962.39,160.39833333333334
13139.0,7,2425,133,5064.94,723.5628571428571
13140.0,3,186,40,423.72,141.24
13141.0,5,1548,113,2388.75,477.75
13142.0,1,258,23,307.09,307.09
13144.0,1,21,3,110.95,110.95
13145.0,4,145,5,618.52,154.63
13146.0,1,154,16,228.91,228.91
13147.0,4,144,1,712.8000000000001,178.20000000000002
13148.0,12,1975,229,3707.12,308.9266666666667
13149.0,4,1280,75,1676.06,419.015
13151.0,1,363,73,1257.8700000000001,1257.8700000000001
13153.0,1,418,15,486.22,486.22
13155.0,4,497,67,971.76,242.94
13157.0,4,1439,70,1741.22,435.305
13158.0,4,784,60,1201.06,300.265
13159.0,4,1059,113,1437.85,359.4625
13160.0,1,56,4,91.8,91.8
13161.0,1,29,8,112.75,112.75
13162.0,4,1713,73,1688.29,422.0725
13165.0,2,1376,40,1021.48,510.74
13166.0,1,216,39,417.2,417.2
13167.0,4,785,52,791.33,197.8325
13168.0,4,682,103,1319.19,329.7975
13169.0,2,272,11,712.88,356.44
13170.0,1,147,29,116.00999999999999,116.00999999999999
13171.0,3,229,37,468.41,156.13666666666668
13173.0,2,277,41,353.65,176.825
13174.0,3,1395,228,2817.03,939.0100000000001
13176.0,1,453,66,492.84,492.84
13177.0,1,91,17,282.45,282.45
13178.0,11,3570,102,5725.47,520.4972727272727
13182.0,1,201,11,121.18,121.18
13183.0,9,2208,51,3957.78,439.75333333333333
13184.0,10,1692,139,1701.29,170.129
13185.0,1,12,1,71.4,71.4
13186.0,3,820,69,1575.89,525.2966666666667
13187.0,1,95,37,236.02,236.02
13188.0,1,25,2,114.60000000000001,114.60000000000001
13189.0,2,842,29,260.68,130.34
13192.0,2,595,57,911.94,455.97
